"dI [mm]","wF [mm]","Freq [GHz]","dB(S(1,1)) []"
5,3.33333333333333,2.063,-0.978666348650716
5,3.33333333333333,2.066,-0.994438795568003
5,3.33333333333333,2.069,-1.0105764797951
5,3.33333333333333,2.072,-1.02709044905115
5,3.33333333333333,2.075,-1.04399214536956
5,3.33333333333333,2.078,-1.06129342044195
5,3.33333333333333,2.081,-1.07900655155517
5,3.33333333333333,2.084,-1.09714425813875
5,3.33333333333333,2.087,-1.11571971894011
5,3.33333333333333,2.09,-1.13474658984391
5,3.33333333333333,2.093,-1.15423902235149
5,3.33333333333333,2.096,-1.17421168273517
5,3.33333333333333,2.099,-1.19467977188128
5,3.33333333333333,2.102,-1.21565904583389
5,3.33333333333333,2.105,-1.23716583704971
5,3.33333333333333,2.108,-1.25921707637233
5,3.33333333333333,2.111,-1.28183031573123
5,3.33333333333333,2.114,-1.30502375156798
5,3.33333333333333,2.117,-1.32881624898824
5,3.33333333333333,2.12,-1.35322736663397
5,3.33333333333333,2.123,-1.37827738226493
5,3.33333333333333,2.126,-1.40398731903299
5,3.33333333333333,2.129,-1.43037897242562
5,3.33333333333333,2.132,-1.4574749378471
5,3.33333333333333,2.135,-1.4852986387971
5,3.33333333333333,2.138,-1.51387435559542
5,3.33333333333333,2.141,-1.54322725458993
5,3.33333333333333,2.144,-1.57338341777097
5,3.33333333333333,2.147,-1.60436987269947
5,3.33333333333333,2.15,-1.63621462263858
5,3.33333333333333,2.153,-1.66894667675753
5,3.33333333333333,2.156,-1.70259608025355
5,3.33333333333333,2.159,-1.73719394421123
5,3.33333333333333,2.162,-1.77277247498809
5,3.33333333333333,2.165,-1.80936500288166
5,3.33333333333333,2.168,-1.84700600979416
5,3.33333333333333,2.171,-1.8857311555673
5,3.33333333333333,2.174,-1.92557730260995
5,3.33333333333333,2.177,-1.96658253838543
5,3.33333333333333,2.18,-2.00878619526189
5,3.33333333333333,2.183,-2.05222886715736
5,3.33333333333333,2.186,-2.09695242233072
5,3.33333333333333,2.189,-2.14300001157853
5,3.33333333333333,2.192,-2.19041607099523
5,3.33333333333333,2.195,-2.23924631833893
5,3.33333333333333,2.198,-2.28953774191482
5,3.33333333333333,2.201,-2.34133858074286
5,3.33333333333333,2.204,-2.39469829461218
5,3.33333333333333,2.207,-2.44966752244113
5,3.33333333333333,2.21,-2.5062980271562
5,3.33333333333333,2.213,-2.56464262507259
5,3.33333333333333,2.216,-2.62475509750229
5,3.33333333333333,2.219,-2.68669008202808
5,3.33333333333333,2.222,-2.75050294056332
5,3.33333333333333,2.225,-2.81624960096174
5,3.33333333333333,2.228,-2.88398636854906
5,3.33333333333333,2.231,-2.95376970351371
5,3.33333333333333,2.234,-3.02565595961638
5,3.33333333333333,2.237,-3.09970107915433
5,3.33333333333333,2.24,-3.17596023854567
5,3.33333333333333,2.243,-3.25448743828027
5,3.33333333333333,2.246,-3.33533503031915
5,3.33333333333333,2.249,-3.41855317531654
5,3.33333333333333,2.252,-3.50418922129364
5,3.33333333333333,2.255,-3.59228699462338
5,3.33333333333333,2.258,-3.68288599340314
5,3.33333333333333,2.261,-3.77602047252501
5,3.33333333333333,2.264,-3.87171840902848
5,3.33333333333333,2.267,-3.97000033568613
5,3.33333333333333,2.27,-4.0708780302848
5,3.33333333333333,2.273,-4.1743530478037
5,3.33333333333333,2.276,-4.28041508275473
5,3.33333333333333,2.279,-4.38904014947102
5,3.33333333333333,2.282,-4.50018856926686
5,3.33333333333333,2.285,-4.61380275535112
5,3.33333333333333,2.288,-4.72980478939916
5,3.33333333333333,2.291,-4.84809378807229
5,3.33333333333333,2.294,-4.96854306386227
5,3.33333333333333,2.297,-5.09099709281967
5,3.33333333333333,2.3,-5.2152683124292
5,3.33333333333333,2.303,-5.34113378656088
5,3.33333333333333,2.306,-5.46833179147712
5,3.33333333333333,2.309,-5.59655839765686
5,3.33333333333333,2.312,-5.72546414689555
5,3.33333333333333,2.315,-5.85465095267294
5,3.33333333333333,2.318,-5.98366938365042
5,3.33333333333333,2.321,-6.11201652428438
5,3.33333333333333,2.324,-6.2391346410494
5,3.33333333333333,2.327,-6.36441091481626
5,3.33333333333333,2.33,-6.48717852556276
5,3.33333333333333,2.333,-6.60671938968464
5,3.33333333333333,2.336,-6.72226884657429
5,3.33333333333333,2.339,-6.83302256308667
5,3.33333333333333,2.342,-6.93814586540935
5,3.33333333333333,2.345,-7.03678561239622
5,3.33333333333333,2.348,-7.12808459013325
5,3.33333333333333,2.351,-7.21119823640154
5,3.33333333333333,2.354,-7.28531330387352
5,3.33333333333333,2.357,-7.34966785740318
5,3.33333333333333,2.36,-7.4035717955384
5,3.33333333333333,2.363,-7.44642691628899
5,3.33333333333333,2.366,-7.47774544061295
5,3.33333333333333,2.369,-7.49716588893833
5,3.33333333333333,2.372,-7.50446529225085
5,3.33333333333333,2.375,-7.49956691209176
5,3.33333333333333,2.378,-7.48254292929377
5,3.33333333333333,2.381,-7.45361191011439
5,3.33333333333333,2.384,-7.41313123018125
5,3.33333333333333,2.387,-7.36158498679655
5,3.33333333333333,2.39,-7.29956821800121
5,3.33333333333333,2.393,-7.22776844264502
5,3.33333333333333,2.396,-7.14694562512842
5,3.33333333333333,2.399,-7.0579116532627
5,3.33333333333333,2.402,-6.96151031341863
5,3.33333333333333,2.405,-6.85859857852304
5,3.33333333333333,2.408,-6.75002981986662
5,3.33333333333333,2.411,-6.6366393401129
5,3.33333333333333,2.414,-6.51923242441261
5,3.33333333333333,2.417,-6.39857493442459
5,3.33333333333333,2.42,-6.27538633460718
5,3.33333333333333,2.423,-6.15033494355334
5,3.33333333333333,2.426,-6.02403514302951
5,3.33333333333333,2.429,-5.89704624850217
5,3.33333333333333,2.432,-5.76987274070925
5,3.33333333333333,2.435,-5.6429655714934
5,3.33333333333333,2.438,-5.51672428248277
5,3.33333333333333,2.441,-5.39149970713014
5,3.33333333333333,2.444,-5.26759706110106
5,3.33333333333333,2.447,-5.14527926016914
5,3.33333333333333,2.45,-5.02477033673206
5,3.33333333333333,2.453,-4.90625885470368
5,3.33333333333333,2.456,-4.78990124735104
5,3.33333333333333,2.459,-4.67582502353993
5,3.33333333333333,2.462,-4.56413180501097
5,3.33333333333333,2.465,-4.4549001710659
5,3.33333333333333,2.468,-4.34818829783095
5,3.33333333333333,2.471,-4.24403638751208
5,3.33333333333333,2.474,-4.14246888920236
5,3.33333333333333,2.477,-4.04349651722873
5,3.33333333333333,2.48,-3.94711807608648
5,3.33333333333333,2.483,-3.85332210299253
5,3.33333333333333,2.486,-3.76208834025082
5,3.33333333333333,2.489,-3.67338905015451
5,3.33333333333333,2.492,-3.58719018522945
5,3.33333333333333,2.495,-3.5034524263661
5,3.33333333333333,2.498,-3.42213210090724
5,3.33333333333333,2.501,-3.34318199212542
5,3.33333333333333,2.504,-3.26655205080336
5,3.33333333333333,2.507,-3.19219001886149
5,3.33333333333333,2.51,-3.12004197419649
5,3.33333333333333,2.513,-3.05005280512298
5,3.33333333333333,2.516,-2.98216662206436
5,3.33333333333333,2.519,-2.91632711343124
5,3.33333333333333,2.522,-2.85247785195782
5,3.33333333333333,2.525,-2.79056255714802
5,3.33333333333333,2.528,-2.73052531891071
5,3.33333333333333,2.531,-2.67231078693781
5,3.33333333333333,2.534,-2.61586432990077
5,3.33333333333333,2.537,-2.56113216810475
5,3.33333333333333,2.54,-2.50806148284637
5,3.33333333333333,2.543,-2.4566005053646
5,3.33333333333333,2.546,-2.40669858795435
5,3.33333333333333,2.549,-2.35830625952392
5,3.33333333333333,2.552,-2.31137526762052
5,3.33333333333333,2.555,-2.26585860871618
5,3.33333333333333,2.558,-2.22171054834029
5,3.33333333333333,2.561,-2.17888663246086
5,3.33333333333333,2.564,-2.13734369135208
5,3.33333333333333,2.567,-2.0970398370397
5,3.33333333333333,2.57,-2.05793445528499
5,3.33333333333333,2.573,-2.01998819295306
5,3.33333333333333,2.576,-1.98316294150775
5,3.33333333333333,2.579,-1.94742181728425
5,3.33333333333333,2.582,-1.91272913910975
5,3.33333333333333,2.585,-1.87905040377054
5,3.33333333333333,2.588,-1.84635225976029
5,3.33333333333333,2.591,-1.814602479688
5,3.33333333333333,2.594,-1.78376993167477
5,3.33333333333333,2.597,-1.75382455002366
5,3.33333333333333,2.6,-1.72473730540918
5,3.33333333333333,2.603,-1.6964801747976
5,3.33333333333333,2.606,-1.66902611128013
5,3.33333333333333,2.609,-1.64234901397351
5,3.33333333333333,2.612,-1.61642369811991
5,3.33333333333333,2.615,-1.59122586549683
5,3.33333333333333,2.618,-1.56673207523044
5,3.33333333333333,2.621,-1.542919715089
5,3.33333333333333,2.624,-1.51976697332047
5,3.33333333333333,2.627,-1.49725281108503
5,3.33333333333333,2.63,-1.4753569355236
5,3.33333333333333,2.633,-1.45405977349407
5,3.33333333333333,2.636,-1.43334244599891
5,3.33333333333333,2.639,-1.41318674332097
5,3.33333333333333,2.642,-1.39357510087848
5,3.33333333333333,2.645,-1.3744905758051
5,3.33333333333333,2.648,-1.35591682425648
5,3.33333333333333,2.651,-1.33783807944099
5,3.33333333333333,2.654,-1.32023913036941
5,3.33333333333333,2.657,-1.30310530131542
5,3.33333333333333,2.66,-1.28642243197644
5,3.33333333333333,2.663,-1.27017685832328
5,3.33333333333333,2.666,-1.25435539412409
5,3.33333333333333,2.669,-1.23894531312882
5,3.33333333333333,2.672,-1.22393433189745
5,3.33333333333333,2.675,-1.20931059325612
5,3.33333333333333,2.678,-1.19506265036383
5,3.33333333333333,2.681,-1.18117945137226
5,3.33333333333333,2.684,-1.16765032466109
5,3.33333333333333,2.687,-1.15446496463098
5,3.33333333333333,2.69,-1.14161341803635
5,3.33333333333333,2.693,-1.12908607084042
5,3.33333333333333,2.696,-1.11687363557457
5,3.33333333333333,2.699,-1.1049671391851
5,3.33333333333333,2.702,-1.09335791134986
5,3.33333333333333,2.705,-1.0820375732483
5,3.33333333333333,2.708,-1.07099802676838
5,3.33333333333333,2.711,-1.06023144413416
5,3.33333333333333,2.714,-1.0497302579387
5,3.33333333333333,2.717,-1.03948715156674
5,3.33333333333333,2.72,-1.02949504999253
5,3.33333333333333,2.723,-1.01974711093843
5,3.33333333333333,2.726,-1.01023671638016
5,3.33333333333333,2.729,-1.00095746438554
5,3.33333333333333,2.732,-0.991903161273301
5,3.33333333333333,2.735,-0.983067814079756
5,3.33333333333333,2.738,-0.974445623320757
5,3.33333333333333,2.741,-0.966030976037574
5,3.33333333333333,2.744,-0.95781843911512
5,3.33333333333333,2.747,-0.949802752861766
5,3.33333333333333,2.75,-0.941978824840231
5,3.33333333333333,2.753,-0.934341723939358
5,3.33333333333333,2.756,-0.926886674677241
5,3.33333333333333,2.759,-0.91960905172618
5,3.33333333333333,2.762,-0.912504374650676
5,3.33333333333333,2.765,-0.905568302849687
5,3.33333333333333,2.768,-0.898796630694976
5,3.33333333333333,2.771,-0.892185282857579
5,3.33333333333333,2.774,-0.885730309814783
5,3.33333333333333,2.777,-0.879427883530262
5,3.33333333333333,2.78,-0.873274293300369
5,3.33333333333333,2.783,-0.867265941759921
5,3.33333333333333,2.786,-0.861399341040913
5,3.33333333333333,2.789,-0.855671109078034
5,3.33333333333333,2.792,-0.850077966055102
5,3.33333333333333,2.795,-0.8446167309866
5,3.33333333333333,2.798,-0.839284318429008
5,3.33333333333333,2.801,-0.834077735316635
5,3.33333333333333,2.804,-0.8289940779169
5,3.33333333333333,2.807,-0.824030528900405
5,3.33333333333333,2.81,-0.819184354521086
5,3.33333333333333,2.813,-0.814452901902061
5,3.33333333333333,2.816,-0.809833596423032
5,3.33333333333333,2.819,-0.805323939205072
5,3.33333333333333,2.822,-0.80092150468907
5,3.33333333333333,2.825,-0.796623938304003
5,3.33333333333333,2.828,-0.792428954221578
5,3.33333333333333,2.831,-0.788334333193755
5,3.33333333333333,2.834,-0.78433792046997
5,3.33333333333333,2.837,-0.780437623790874
5,3.33333333333333,2.84,-0.776631411455644
5,3.33333333333333,2.843,-0.772917310459912
5,3.33333333333333,2.846,-0.769293404701717
5,3.33333333333333,2.849,-0.765757833252673
5,3.33333333333333,2.852,-0.762308788691958
5,3.33333333333333,2.855,-0.758944515500649
5,3.33333333333333,2.858,-0.755663308514084
5,3.33333333333333,2.861,-0.752463511430072
5,3.33333333333333,2.864,-0.749343515370774
5,3.33333333333333,2.867,-0.746301757496242
5,3.33333333333333,2.87,-0.743336719667654
5,3.33333333333333,2.873,-0.740446927158382
5,3.33333333333333,2.876,-0.737630947411064
5,3.33333333333333,2.879,-0.734887388839006
5,3.33333333333333,2.882,-0.732214899670207
5,3.33333333333333,2.885,-0.729612166832475
5,3.33333333333333,2.888,-0.727077914878061
5,3.33333333333333,2.891,-0.724610904946422
5,3.33333333333333,2.894,-0.722209933763644
5,3.33333333333333,2.897,-0.719873832677232
5,3.33333333333333,2.9,-0.717601466724963
5,3.33333333333333,2.903,-0.715391733736565
5,3.33333333333333,2.906,-0.713243563467063
5,3.33333333333333,2.909,-0.711155916760626
5,3.33333333333333,2.912,-0.709127784743843
5,3.33333333333333,2.915,-0.707158188047355
5,3.33333333333333,2.918,-0.705246176054915
5,3.33333333333333,2.921,-0.703390826178783
5,3.33333333333333,2.924,-0.701591243160697
5,3.33333333333333,2.927,-0.699846558397346
5,3.33333333333333,2.93,-0.698155929289668
5,3.33333333333333,2.933,-0.696518538615043
5,3.33333333333333,2.936,-0.694933593921616
5,3.33333333333333,2.939,-0.693400326944036
5,3.33333333333333,2.942,-0.691917993039828
5,3.33333333333333,2.945,-0.690485870645772
5,3.33333333333333,2.948,-0.689103260753538
5,3.33333333333333,2.951,-0.687769486404
5,3.33333333333333,2.954,-0.686483892199591
5,3.33333333333333,2.957,-0.685245843834098
5,3.33333333333333,2.96,-0.684054727639344
5,3.33333333333333,2.963,-0.682909950148184
5,3.33333333333333,2.966,-0.681810937673328
5,3.33333333333333,2.969,-0.680757135901457
5,3.33333333333333,2.972,-0.679748009502153
5,3.33333333333333,2.975,-0.67878304175118
5,3.33333333333333,2.978,-0.677861734167658
5,3.33333333333333,2.981,-0.676983606164738
5,3.33333333333333,2.984,-0.676148194713286
5,3.33333333333333,2.987,-0.675355054018282
5,3.33333333333333,2.99,-0.674603755207449
5,3.33333333333333,2.993,-0.673893886031818
5,3.33333333333333,2.996,-0.673225050577844
5,3.33333333333333,2.999,-0.672596868990739
5,3.33333333333333,3.002,-0.67200897720869
5,3.33333333333333,3.005,-0.67146102670768
5,3.33333333333333,3.008,-0.67095268425653
5,3.33333333333333,3.011,-0.670483631681996
5,3.33333333333333,3.014,-0.670053565643521
5,3.33333333333333,3.017,-0.66966219741745
5,3.33333333333333,3.02,-0.669309252690431
5,3.33333333333333,3.023,-0.668994471361733
5,3.33333333333333,3.026,-0.668717607354289
5,3.33333333333333,3.029,-0.668478428434171
5,3.33333333333333,3.032,-0.668276716038346
5,3.33333333333333,3.035,-0.668112265110483
5,3.33333333333333,3.038,-0.667984883944535
5,3.33333333333333,3.041,-0.667894394036032
5,3.33333333333333,3.044,-0.667840629940784
5,3.33333333333333,3.047,-0.667823439140893
5,3.33333333333333,3.05,-0.667842681917822
